"","uid","period"
"1673",19022,1
"1674",18798,0
"1675",18891,15
"1676",15891,177
"1677",18945,98
"1678",16847,0
"1679",17798,259
"1680",17821,52
"1681",17934,103
"1682",18790,0
"1683",18747,1
"1684",18753,0
"1685",18868,0
"1686",18026,150
"1687",17329,0
"1688",18854,0
"1689",16889,338
"1690",19036,545
"1691",18045,270
"1692",18353,312
"1693",19024,156
"1694",18344,175
"1695",16990,87
"1696",16511,245
"1697",18342,214
"1698",19004,0
"1699",18377,0
"1700",18762,30
"1701",18931,1
"1702",13861,28
"1703",18925,0
"1704",19010,142
"1705",16994,92
"1706",16991,84
"1707",18923,0
"1708",16992,84
"1709",11390,146
"1710",16905,210
"1711",18515,0
"1712",11878,0
"1713",18809,51
"1714",16896,207
"1715",18922,0
"1716",17208,105
"1717",16922,211
"1718",17659,208
"1719",19012,129
"1720",18834,0
"1721",11206,125
"1722",17982,132
"1723",19009,0
"1724",17574,281
"1725",18085,0
"1726",17937,156
"1727",17576,276
"1728",17792,0
"1729",17969,252
"1730",16850,26
"1731",17959,190
"1732",18100,0
"1733",18094,63
"1734",16898,0
"1735",18360,0
"1736",17802,119
"1737",18097,0
"1738",18264,93
"1739",16983,0
"1740",16376,79
"1741",18067,74
"1742",11954,8
"1743",18810,47
"1744",15447,456
"1745",16890,0
"1746",17995,93
"1747",17643,0
"1748",17332,28
"1749",17709,182
"1750",17977,345
"1751",17932,117
"1752",18624,0
"1753",18560,0
"1754",18630,0
"1755",18714,0
"1756",18619,0
"1757",18576,0
"1758",18667,0
"1759",18622,0
"1760",18525,0
"1761",18631,0
"1762",18650,0
"1763",18616,0
"1764",18532,0
"1765",18607,0
"1766",18558,0
"1767",18537,0
"1768",18655,0
"1769",18617,0
"1770",18715,0
"1771",18605,0
"1772",18599,0
"1773",18618,0
"1774",18669,0
"1775",18612,0
"1776",18587,0
"1777",18643,0
"1778",18610,0
"1779",18639,0
"1780",18543,0
"1781",18635,0
"1782",18597,0
"1783",18711,0
"1784",18553,0
"1785",18591,0
"1786",18541,0
"1787",18637,0
"1788",18642,0
"1789",18579,0
"1790",18548,0
"1791",18569,0
"1792",18608,0
"1793",15888,124
"1794",18105,0
"1795",17822,7
"1796",17806,0
"1797",17743,35
"1798",17633,0
"1799",12170,527
"1800",18212,0
"1801",17280,0
"1802",18179,99
"1803",15465,200
"1804",11336,378
"1805",17712,0
"1806",17713,113
"1807",17005,0
"1808",16512,406
"1809",17938,361
"1810",17761,119
"1811",18025,0
"1812",18000,15
"1813",17935,246
"1814",16846,322
"1815",17678,0
"1816",17244,21
"1817",16306,0
"1818",17034,35
"1819",17261,50
"1820",5544,105
"1821",17234,224
"1822",17420,36
"1823",16297,70
"1824",17246,21
"1825",16257,70
"1826",17050,0
"1827",16298,70
"1828",16478,210
"1829",18126,0
"1830",18121,0
"1831",17750,0
"1832",17956,0
"1833",12509,195
"1834",17979,0
"1835",17575,100
"1836",17936,160
"1837",16949,245
"1838",16927,3
"1839",18211,0
"1840",16842,7
"1841",17644,0
"1842",12338,189
"1843",17003,0
"1844",17751,176
"1845",17949,179
"1846",17646,48
"1847",17971,372
"1848",18004,0
"1849",17926,0
"1850",17968,0
"1851",18018,161
"1852",17829,372
"1853",18008,0
"1854",18002,372
"1855",17884,0
"1856",17663,0
"1857",18009,372
"1858",18012,0
"1859",17647,377
"1860",18006,0
"1861",17529,0
"1862",18155,423
"1863",18233,168
"1864",17823,0
"1865",10289,372
"1866",13828,161
"1867",17925,372
"1868",18010,0
"1869",18007,0
"1870",17998,161
"1871",17990,0
"1872",17887,0
"1873",17683,0
"1874",17049,0
"1875",9315,0
"1876",17673,0
"1877",15632,0
"1878",15469,0
"1879",16475,49
"1880",15476,0
"1881",17033,36
"1882",16288,85
"1883",17680,0
"1884",16749,23
"1885",16468,0
"1886",16690,0
"1887",16770,0
"1888",15310,0
"1889",17358,0
"1890",10244,0
"1891",10251,0
"1892",11584,4
"1893",15305,0
"1894",15581,0
"1895",17826,309
"1896",15580,0
"1897",15635,0
"1898",16170,35
"1899",16171,58
"1900",16997,50
"1901",17036,22
"1902",16168,63
"1903",15578,0
"1904",16245,413
"1905",16808,78
"1906",16359,71
"1907",16699,14
"1908",11583,0
"1909",15579,0
"1910",7678,0
"1911",16377,0
"1912",15637,21
"1913",17398,0
"1914",16658,0
"1915",16644,0
"1916",16769,0
"1917",14201,0
"1918",11797,264
"1919",16215,0
"1920",17166,0
"1921",17193,0
"1922",17186,0
"1923",17175,0
"1924",17202,0
"1925",17174,0
"1926",17206,0
"1927",17189,0
"1928",17181,0
"1929",17183,0
"1930",17172,0
"1931",17159,0
"1932",16923,0
"1933",14752,0
"1934",16498,0
"1935",16993,0
"1936",15381,0
"1937",16904,0
"1938",16907,0
"1939",11084,21
"1940",15373,0
"1941",16924,0
"1942",17115,0
"1943",17108,0
"1944",17528,0
"1945",17142,0
"1946",14814,0
"1947",17118,0
"1948",17124,0
"1949",17113,0
"1950",17114,0
"1951",15804,0
"1952",17119,0
"1953",17110,0
"1954",16908,0
"1955",16899,212
"1956",16274,0
"1957",17264,0
"1958",16204,155
"1959",16246,18
"1960",16678,21
"1961",16900,0
"1962",15939,0
"1963",16442,0
"1964",16446,0
"1965",14361,184
"1966",7245,147
"1967",14959,0
"1968",16402,0
"1969",16165,0
"1970",11917,257
"1971",16263,36
"1972",13352,0
"1973",16703,1
"1974",16395,0
"1975",11083,0
"1976",16664,1
"1977",10471,0
"1978",10474,0
"1979",15773,0
"1980",16561,0
"1981",16548,0
"1982",14313,0
"1983",16591,0
"1984",16562,0
"1985",17836,0
"1986",16601,0
"1987",16567,0
"1988",15943,0
"1989",15945,0
"1990",15431,0
"1991",16558,0
"1992",15938,0
"1993",15932,0
"1994",15704,0
"1995",14441,0
"1996",14491,0
"1997",15617,0
"1998",15619,0
"1999",16141,0
"2000",14449,0
"2001",15608,0
"2002",11063,0
"2003",15464,288
"2004",14078,3
"2005",5138,0
"2006",14665,0
"2007",19749,0
"2008",19730,70
"2009",20191,44
"2010",20230,83
"2011",19686,165
"2012",19639,221
"2013",19886,44
"2014",19687,222
"2015",19739,193
"2016",19638,94
"2017",19290,235
"2018",19527,70
"2019",12328,128
"2020",20200,91
"2021",19977,32
"2022",19731,161
"2023",20316,0
"2024",20222,119
"2025",19980,35
"2026",19979,114
"2027",19656,145
"2028",19081,147
"2029",19751,351
"2030",18704,66
"2031",15281,0
"2032",20124,0
"2033",20103,0
"2034",18356,73
"2035",19353,244
"2036",19642,57
"2037",20089,0
"2038",13103,65
"2039",19736,68
"2040",19723,98
"2041",17814,288
"2042",20272,156
"2043",290,0
"2044",20205,0
"2045",19315,42
"2046",19815,156
"2047",18355,182
"2048",19866,104
"2049",19737,35
"2050",19930,0
"2051",19931,0
"2052",19929,0
"2053",19296,226
"2054",16943,252
"2055",18903,133
"2056",18235,0
"2057",19289,91
"2058",19960,0
"2059",4760,21
"2060",19088,0
"2061",19528,10
"2062",20119,6
"2063",19477,189
"2064",18223,0
"2065",19780,0
"2066",19783,0
"2067",17685,0
"2068",20040,182
"2069",19281,65
"2070",19170,114
"2071",17583,99
"2072",19661,0
"2073",17695,0
"2074",19532,17
"2075",19634,29
"2076",19171,97
"2077",19676,0
"2078",18088,42
"2079",18101,105
"2080",19566,194
"2081",19949,0
"2082",19181,92
"2083",19308,65
"2084",19831,208
"2085",17807,211
"2086",19826,210
"2087",18738,216
"2088",19791,1
"2089",19919,0
"2090",19936,0
"2091",19942,0
"2092",19655,0
"2093",19583,0
"2094",19580,0
"2095",19857,0
"2096",17882,0
"2097",14365,0
"2098",19985,0
"2099",19807,0
"2100",19802,0
"2101",14181,0
"2102",19888,0
"2103",19588,211
"2104",17013,0
"2105",19852,0
"2106",19854,211
"2107",19832,0
"2108",19986,210
"2109",19745,207
"2110",19943,0
"2111",19793,211
"2112",19646,211
"2113",19585,0
"2114",19874,213
"2115",19843,0
"2116",19636,0
"2117",19873,0
"2118",19855,0
"2119",19771,0
"2120",19768,0
"2121",19777,0
"2122",19759,0
"2123",19770,0
"2124",19774,0
"2125",19740,0
"2126",17328,0
"2127",19516,0
"2128",19376,0
"2129",17794,0
"2130",19165,124
"2131",19092,0
"2132",19093,28
"2133",18091,0
"2134",17939,92
"2135",19285,0
"2136",16677,221
"2137",19195,289
"2138",18679,0
"2139",19409,10
"2140",17636,0
"2141",17638,0
"2142",19074,0
"2143",18177,0
"2144",19384,0
"2145",19387,0
"2146",19398,0
"2147",19397,0
"2148",19412,0
"2149",19407,0
"2150",19420,0
"2151",19419,0
"2152",19418,0
"2153",19413,0
"2154",19383,0
"2155",19426,0
"2156",19465,0
"2157",19394,0
"2158",18228,0
"2159",7184,0
"2160",18089,35
"2161",19275,0
"2162",17014,0
"2163",17816,0
"2164",16860,183
"2165",18811,30
"2166",19237,0
"2167",18706,0
"2168",19079,0
"2169",16556,52
"2170",19255,0
"2171",10648,0
"2172",19085,0
"2173",19091,0
"2174",19187,0
"2175",18346,0
"2176",19236,587
"2177",19033,0
"2178",18345,0
"2179",18947,0
"2180",19038,0
"2181",17714,0
"2182",16713,0
"2183",18207,0
"2184",17038,21
"2185",14725,0
"2186",16946,0
"2187",19169,0
"2188",19957,0
"2189",19878,0
"2190",21296,0
"2191",21508,6
"2192",20448,63
"2193",20599,91
"2194",21603,2
"2195",21339,0
"2196",21478,0
"2197",21448,0
"2198",21476,0
"2199",21502,0
"2200",21381,0
"2201",21342,0
"2202",21595,0
"2203",21392,0
"2204",21610,0
"2205",21572,0
"2206",21536,0
"2207",21539,0
"2208",21562,0
"2209",21469,0
"2210",21497,0
"2211",21452,0
"2212",21450,0
"2213",21399,0
"2214",21499,0
"2215",19178,307
"2216",21541,0
"2217",21526,0
"2218",21385,0
"2219",21543,0
"2220",21561,0
"2221",21340,0
"2222",21472,0
"2223",21460,0
"2224",21455,0
"2225",21542,0
"2226",21589,0
"2227",21475,0
"2228",21513,0
"2229",17662,4
"2230",21596,0
"2231",21446,0
"2232",21503,0
"2233",21338,0
"2234",21384,0
"2235",21527,0
"2236",21451,0
"2237",21482,0
"2238",21532,0
"2239",21573,0
"2240",21519,1
"2241",21507,0
"2242",21509,0
"2243",21511,0
"2244",21521,0
"2245",21389,0
"2246",20446,112
"2247",21489,0
"2248",21518,0
"2249",21597,0
"2250",21666,0
"2251",20686,0
"2252",19587,0
"2253",9306,0
"2254",21428,0
"2255",21584,0
"2256",21427,0
"2257",19981,0
"2258",20550,63
"2259",20532,82
"2260",20007,327
"2261",20876,31
"2262",20221,62
"2263",20848,0
"2264",20632,62
"2265",19506,0
"2266",20946,0
"2267",20402,121
"2268",20523,52
"2269",17517,30
"2270",20321,120
"2271",20644,0
"2272",20375,6
"2273",20371,0
"2274",20259,84
"2275",20447,51
"2276",20374,6
"2277",20376,1
"2278",20361,4
"2279",20559,0
"2280",19537,0
"2281",12056,0
"2282",17571,68
"2283",20042,0
"2284",20359,28
"2285",20428,0
"2286",20630,0
"2287",21383,0
"2288",20585,1
"2289",20445,0
"2290",20333,0
"2291",20499,0
